omega,phi,eta,xi,delta,rscore,label,sample_idx
0.5012037526272227,0.0,0.4987962473727773,1.0,0.49856731158473755,0.0,1,38
0.5007584833816309,0.0,0.49924151661836913,1.0,0.49916583749847454,0.0,1,39
0.5018516429198301,0.0,0.4981483570801699,1.0,0.4981636715421048,0.0,1,40
0.5014496171966026,0.0,0.49855038280339736,1.0,0.49875514277502486,0.0,1,41
0.5017178886583052,0.0,0.49828211134169476,1.0,0.4982438311654783,0.0,1,42
0.5019127271642572,0.0,0.49808727283574283,1.0,0.49795381729401994,0.0,1,43
0.5011352603554194,0.0,0.49886473964458056,1.0,0.4989155316141192,0.0,1,44
0.5022317416039054,0.0,0.4977682583960946,1.0,0.4977784399040773,0.0,1,45
0.500971168274052,0.0,0.49902883172594803,1.0,0.49908956715433017,0.0,1,46
0.5013212243891342,0.0,0.4986787756108658,1.0,0.498724829080165,0.0,1,47
0.5029409091203924,0.0,0.49705909087960765,1.0,0.4973786003289554,0.0,1,48
0.5022078763783764,0.0,0.4977921236216236,1.0,0.4975585379629139,0.0,1,49
0.50212135993517,0.0,0.49787864006482996,1.0,0.49767873581322086,0.0,1,50
0.5020993696927546,0.0,0.4979006303072454,1.0,0.49795381729401994,0.0,1,51
0.5011993624088289,0.0,0.4988006375911711,1.0,0.4990021123109296,0.0,1,52
0.5008987454637864,0.0,0.49910125453621357,1.0,0.4992494491603321,0.0,1,53
0.5012410138600285,0.0,0.4987589861399715,1.0,0.4986379992529154,0.0,1,54
0.5011404079702182,0.0,0.4988595920297818,1.0,0.4990022959676785,0.0,1,55
0.5021110632734539,0.0,0.4978889367265461,1.0,0.49796803874772166,0.0,1,56
0.5013336145416338,0.0,0.49866638545836617,1.0,0.498517585549781,0.0,1,57
0.5013815925407057,0.0,0.4986184074592943,1.0,0.49871442637788066,0.0,1,58
0.5025289463996,0.0,0.4974710536004,1.0,0.4973390640767052,0.0,1,59
0.5022444910092109,0.0,0.49775550899078913,1.0,0.4978266905415606,0.0,1,60
0.5011203396125389,0.0,0.4988796603874611,1.0,0.498704565865169,0.0,1,61
0.5021667353832253,0.0,0.4978332646167747,1.0,0.4977870770615517,0.0,1,62
0.5015008524753649,0.0,0.4984991475246351,1.0,0.49865722322564293,0.0,1,63
0.5046337759845093,0.0,0.4953662240154907,1.0,0.49557495251314837,0.0,1,64
0.5021568176798568,0.0,0.49784318232014324,1.0,0.4979225261935565,0.0,1,65
0.5017104192395712,0.0,0.49828958076042884,1.0,0.4983212708469494,0.0,1,66
0.5017242869974976,0.0,0.4982757130025024,1.0,0.4981580060809415,0.0,1,67
0.5018376512003995,0.0,0.49816234879960053,1.0,0.49823642259509204,0.0,1,68
0.5014333441065475,0.0,0.4985666558934525,1.0,0.49865722322564293,0.0,1,69
0.5013294709947171,0.0,0.49867052900528286,1.0,0.4988104936277393,0.0,1,70
0.5024624410685684,0.0,0.4975375589314316,1.0,0.49745245533308574,0.0,1,71
0.5022720741518086,0.0,0.49772792584819137,1.0,0.49766380342256156,0.0,1,72
0.5018396741846545,0.0,0.49816032581534553,1.0,0.49816013796234504,0.0,1,73
0.5016882861636341,0.0,0.49831171383636585,1.0,0.4982264351713443,0.0,1,74
0.502763284679131,0.0,0.497236715320869,1.0,0.4972786359921978,0.0,1,75
0.5010728086085463,0.0,0.4989271913914537,1.0,0.4990367168558526,0.0,1,76
0.5023637081636239,0.0,0.49763629183637614,1.0,0.4978567517638296,0.0,1,77
0.5015950552308511,0.0,0.49840494476914887,1.0,0.49852080411483807,0.0,1,78
0.5014767169072806,0.0,0.4985232830927194,1.0,0.49852080411483807,0.0,1,79
0.50189026199937,0.0,0.49810973800062996,1.0,0.4982699846582696,0.0,1,80
0.5014302883763414,0.0,0.4985697116236586,1.0,0.49857598146454607,0.0,1,81
0.5015652716095119,0.0,0.4984347283904881,1.0,0.4984577401399553,0.0,1,82
0.5012467337894428,0.0,0.49875326621055716,1.0,0.49881025783131,0.0,1,83
0.5014634970190143,0.0,0.49853650298098573,1.0,0.49843411870363685,0.0,1,84
0.501848339611136,0.0,0.49815166038886405,1.0,0.49821559419013894,0.0,1,85
0.5024119535749597,0.0,0.4975880464250403,1.0,0.4974995154355295,0.0,1,86
0.5029185613829811,0.0,0.4970814386170189,1.0,0.4970030009377107,0.0,1,87
0.5019928840699793,0.0,0.49800711593002067,1.0,0.4980679677583788,0.0,1,88
0.5022069555983402,0.0,0.49779304440165983,1.0,0.4980150910714627,0.0,1,89
0.5022548652966065,0.0,0.49774513470339354,1.0,0.49770363698073633,0.0,1,90
0.5022807966184403,0.0,0.4977192033815597,1.0,0.49770363698073633,0.0,1,91
0.5019557712199774,0.0,0.49804422878002264,1.0,0.497839019170696,0.0,1,92
0.5029315242492606,0.0,0.4970684757507394,1.0,0.4969009790915724,0.0,1,93
0.5017001628875732,0.0,0.49829983711242676,1.0,0.49818063130697016,0.0,1,94
0.501845155525039,0.0,0.49815484447496094,1.0,0.4984900172444807,0.0,1,95
0.5013844137784178,0.0,0.4986155862215822,1.0,0.4987547501801283,0.0,1,96
0.5018609198124849,0.0,0.49813908018751507,1.0,0.4981586621920727,0.0,1,97
0.5030675030042603,0.0,0.4969324969957397,1.0,0.497178754948466,0.0,1,98
0.5019446321248798,0.0,0.49805536787512017,1.0,0.49823642259509204,0.0,1,99
0.5017067970960017,0.0,0.49829320290399826,1.0,0.4982438311654783,0.0,1,100
0.5010865039280608,0.0,0.49891349607193924,1.0,0.49882385890839503,0.0,1,101
0.501219611638277,0.0,0.498780388361723,1.0,0.4984862302100516,0.0,1,102
0.5022484198193151,0.0,0.4977515801806849,1.0,0.4978266905415606,0.0,1,103
0.5016242165853043,0.0,0.4983757834146957,1.0,0.49847781805898445,0.0,1,104
0.5019494208576228,0.0,0.49805057914237716,1.0,0.498083378893136,0.0,1,105
0.5015218024537292,0.0,0.49847819754627076,1.0,0.49878255738378363,0.0,1,106
0.5011915856770283,0.0,0.49880841432297174,1.0,0.49902363124883414,0.0,1,107
0.5023893454241226,0.0,0.4976106545758774,1.0,0.4975921117428598,0.0,1,108
0.5015280320824265,0.0,0.49847196791757353,1.0,0.4983539476725959,0.0,1,109
0.5031524483631367,0.0,0.49684755163686334,1.0,0.4969627029324823,0.0,1,110
0.501747802623699,0.0,0.498252197376301,1.0,0.49823642259509204,0.0,1,111
0.5020286077638263,0.0,0.4979713922361737,1.0,0.49816013796234504,0.0,1,112
0.5024942601605609,0.0,0.49750573983943913,1.0,0.49767873581322086,0.0,1,113
0.5017306020782667,0.0,0.4982693979217333,1.0,0.4983796807247202,0.0,1,114
0.5013299945719826,0.0,0.4986700054280174,1.0,0.4984893679432237,0.0,1,115
0.5017573294273681,0.0,0.49824267057263194,1.0,0.4981060413085219,0.0,1,116
0.5017847050716042,0.0,0.4982152949283958,1.0,0.4983796807247202,0.0,1,117
0.5010334903655705,0.0,0.49896650963442946,1.0,0.4989155316141192,0.0,1,118
0.5014643099136677,0.0,0.49853569008633225,1.0,0.498702366498429,0.0,1,119
