date,active_students,total_clicks,mean_clicks_per_student,std_clicks_per_student,entropy_clicks,dominance_clicks,gini_clicks,clicks_dataplus,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_resource,clicks_subpage,clicks_url
2014-02-19,35,879.0,25.114285714285714,28.239558301454093,1.3869564202761477,0.42889647326507396,0.6469472885855139,0.0,182.0,0.0,200.0,0.0,377.0,5.0,92.0,23.0
2014-02-26,23,655.0,28.47826086956522,27.058502746613105,1.449020801538871,0.4183206106870229,0.6340966921119593,0.0,107.0,1.0,168.0,0.0,274.0,14.0,71.0,20.0
2014-03-05,21,223.0,10.619047619047619,12.151724120180251,1.3377544573799125,0.39461883408071746,0.6537120079720977,0.0,60.0,0.0,88.0,0.0,54.0,5.0,16.0,0.0
2014-03-12,18,563.0,31.27777777777778,38.96409394922395,1.2976508799167192,0.5364120781527532,0.6832445233866192,0.0,90.0,0.0,101.0,0.0,302.0,14.0,48.0,8.0
2014-03-19,9,214.0,23.77777777777778,34.24349987881813,1.1481050173183567,0.6121495327102804,0.7227414330218068,0.0,29.0,0.0,33.0,0.0,131.0,2.0,17.0,2.0
2014-03-26,16,223.0,13.9375,12.631650476085854,1.3951132959501458,0.4349775784753363,0.6517189835575485,0.0,60.0,0.0,37.0,0.0,97.0,13.0,14.0,2.0
2014-04-02,24,557.0,23.208333333333332,40.545220810294715,1.1026402736475494,0.6104129263913824,0.7384799521244764,0.0,80.0,0.0,101.0,0.0,340.0,4.0,30.0,2.0
2014-04-09,21,525.0,25.0,29.20045661743437,1.1449798524498376,0.580952380952381,0.7246560846560847,0.0,89.0,1.0,96.0,0.0,305.0,2.0,30.0,2.0
2014-04-16,22,829.0,37.68181818181818,39.798796651105334,1.2105307013987041,0.5814234016887817,0.7100924809006836,0.0,107.0,0.0,149.0,0.0,482.0,8.0,68.0,15.0
2014-04-23,29,1108.0,38.206896551724135,40.48446216235934,1.4921487878351096,0.4214801444043321,0.6143200962695547,0.0,146.0,0.0,255.0,2.0,467.0,20.0,154.0,64.0
2014-04-30,19,298.0,15.68421052631579,15.410360942454636,1.3769867843090289,0.37583892617449666,0.6450410141685309,0.0,112.0,0.0,87.0,0.0,68.0,5.0,23.0,3.0
2014-05-07,16,240.0,15.0,15.341935992566258,1.151412689665577,0.5666666666666667,0.7277777777777777,0.0,7.0,0.0,68.0,0.0,136.0,8.0,17.0,4.0
2014-05-14,13,364.0,28.0,39.679485108321884,1.1824692753268695,0.5934065934065934,0.7161172161172161,4.0,48.0,0.0,62.0,0.0,216.0,1.0,31.0,2.0
2014-05-21,17,508.0,29.88235294117647,37.934746377153516,1.1777586735889845,0.6043307086614174,0.7235345581802275,17.0,48.0,0.0,104.0,0.0,307.0,2.0,26.0,4.0
2014-05-28,16,318.0,19.875,28.82679959690288,1.3269641386642033,0.44025157232704404,0.6743535988819008,0.0,93.0,0.0,57.0,0.0,140.0,8.0,16.0,4.0
2014-06-04,16,396.0,24.75,33.27630538386135,1.4056764740495564,0.5126262626262627,0.6531986531986532,1.0,19.0,13.0,88.0,0.0,203.0,12.0,51.0,9.0
2014-06-11,23,669.0,29.08695652173913,32.872498143820785,1.378533143317354,0.4962630792227205,0.6660023251951502,7.0,54.0,1.0,163.0,0.0,332.0,7.0,79.0,26.0
2014-06-18,22,421.0,19.136363636363637,20.367745121203626,1.4117708772255784,0.41092636579572445,0.6466086038532595,0.0,35.0,0.0,131.0,0.0,173.0,7.0,56.0,19.0
2014-06-25,16,256.0,16.0,20.316249653910045,1.0725743853344105,0.60546875,0.7465277777777778,0.0,32.0,0.0,54.0,0.0,155.0,1.0,14.0,0.0
2014-07-02,14,213.0,15.214285714285714,17.558793366566963,1.3238058475651884,0.4694835680751174,0.6729264475743348,0.0,35.0,0.0,52.0,0.0,100.0,7.0,19.0,0.0
2014-07-09,13,165.0,12.692307692307692,9.075619202309309,1.4325162530305566,0.43636363636363634,0.6370370370370371,0.0,22.0,0.0,41.0,0.0,72.0,8.0,20.0,2.0
2014-07-16,13,252.0,19.384615384615383,19.793310686416106,1.492650947507961,0.4087301587301587,0.6128747795414462,0.0,32.0,0.0,62.0,0.0,103.0,15.0,35.0,5.0
2014-07-23,18,372.0,20.666666666666668,21.72044607685988,1.4936011275993442,0.3172043010752688,0.5973715651135006,0.0,85.0,0.0,118.0,0.0,107.0,5.0,42.0,15.0
2014-07-30,20,755.0,37.75,28.830322578840494,1.5549167572955025,0.3165562913907285,0.5739514348785872,0.0,172.0,0.0,191.0,1.0,239.0,22.0,101.0,29.0
2014-08-06,13,336.0,25.846153846153847,35.33977091442478,1.4094163000474484,0.4375,0.636904761904762,1.0,71.0,0.0,69.0,0.0,147.0,23.0,25.0,0.0
2014-08-13,15,414.0,27.6,33.8679789771991,1.3822316164308062,0.46618357487922707,0.6570048309178743,0.0,75.0,1.0,94.0,0.0,193.0,23.0,25.0,3.0
2014-08-20,16,330.0,20.625,19.8616307235836,1.2861555561567428,0.41515151515151516,0.6760942760942761,0.0,137.0,0.0,71.0,0.0,101.0,8.0,12.0,1.0
2014-08-27,20,798.0,39.9,72.92866377495203,1.3119594155156344,0.42606516290726815,0.6764132553606238,0.0,274.0,0.0,107.0,2.0,340.0,34.0,39.0,2.0
2014-09-03,8,59.0,7.375,6.060888961200329,0.7923440458187311,0.5932203389830508,0.7909604519774011,0.0,35.0,0.0,22.0,0.0,0.0,0.0,2.0,0.0
2014-09-10,5,30.0,6.0,3.687817782917155,1.4897503188505912,0.3333333333333333,0.5925925925925927,0.0,6.0,0.0,8.0,0.0,4.0,10.0,2.0,0.0
2014-09-17,9,17.0,1.8888888888888888,1.286204100310025,0.6774944044487072,0.5882352941176471,0.7973856209150327,0.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
2014-09-24,6,28.0,4.666666666666667,6.128258770283412,0.6829081047004717,0.5714285714285714,0.7936507936507936,0.0,16.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
