date,active_students,total_clicks,mean_clicks_per_student,std_clicks_per_student,entropy_clicks,dominance_clicks,gini_clicks,clicks_dataplus,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_resource,clicks_subpage,clicks_url
2014-03-19,15,523.0,34.86666666666667,50.449799030543446,1.156528946730061,0.5755258126195029,0.7265774378585087,0.0,109.0,0.0,82.0,0.0,301.0,3.0,18.0,10.0
2014-03-26,12,313.0,26.083333333333332,13.413042988905323,1.1372709728689825,0.6038338658146964,0.7319843805466808,0.0,44.0,0.0,59.0,0.0,189.0,2.0,12.0,7.0
2014-04-02,21,614.0,29.238095238095237,29.40668009937742,1.2037768975707228,0.5342019543973942,0.7122692725298588,1.0,108.0,0.0,139.0,0.0,328.0,1.0,26.0,11.0
2014-04-09,19,1173.0,61.73684210526316,88.30619105986501,1.1568827872152854,0.5481670929241261,0.7261532632376623,2.0,283.0,0.0,188.0,0.0,643.0,2.0,42.0,13.0
2014-04-16,21,699.0,33.285714285714285,30.783642621711042,1.3471405213081047,0.45779685264663805,0.666348752185662,6.0,162.0,0.0,146.0,0.0,320.0,1.0,46.0,18.0
2014-04-23,21,1265.0,60.23809523809524,85.96782607569769,1.3777745718277903,0.45691699604743086,0.6606938954765043,10.0,237.0,0.0,303.0,0.0,578.0,9.0,94.0,34.0
2014-04-30,18,758.0,42.111111111111114,51.58260784507473,1.2856658416506288,0.5329815303430079,0.6883611844034008,0.0,128.0,0.0,153.0,0.0,404.0,26.0,32.0,15.0
2014-05-07,18,793.0,44.05555555555556,38.85653415982414,1.2168652989971092,0.5397225725094578,0.706459296623231,5.0,159.0,0.0,152.0,0.0,428.0,2.0,37.0,10.0
2014-05-14,16,1090.0,68.125,67.8093605264052,1.307641948462367,0.48623853211009177,0.6815494393476045,16.0,272.0,0.0,202.0,0.0,530.0,13.0,43.0,14.0
2014-05-21,16,524.0,32.75,52.44461364144082,1.434692682058585,0.3950381679389313,0.6391009329940628,21.0,161.0,0.0,92.0,0.0,207.0,3.0,29.0,11.0
2014-05-28,13,438.0,33.69230769230769,16.410056088520914,1.1988121048510636,0.5273972602739726,0.7113140537798073,0.0,99.0,0.0,81.0,0.0,231.0,2.0,21.0,4.0
2014-06-04,15,514.0,34.266666666666666,48.92915513497267,1.1755469195679986,0.6167315175097277,0.7207090358841332,7.0,66.0,0.0,84.0,0.0,317.0,3.0,28.0,9.0
2014-06-11,17,739.0,43.470588235294116,83.2855595470532,1.0351376606096097,0.6765899864682002,0.7511652383100286,5.0,96.0,0.0,91.0,0.0,500.0,0.0,33.0,14.0
2014-06-18,12,374.0,31.166666666666668,45.02560999648484,1.4104822200875715,0.3609625668449198,0.6345811051693404,0.0,118.0,0.0,78.0,0.0,135.0,21.0,19.0,3.0
2014-06-25,8,405.0,50.625,54.12471131562736,1.4240677510611846,0.42962962962962964,0.6452674897119342,0.0,105.0,1.0,74.0,0.0,174.0,8.0,27.0,16.0
2014-07-02,8,289.0,36.125,21.848555444239327,1.135619021649425,0.6020761245674741,0.7320261437908496,0.0,22.0,0.0,64.0,0.0,174.0,1.0,21.0,7.0
2014-07-09,8,109.0,13.625,12.144314513384442,1.504831109766798,0.3119266055045872,0.5871559633027523,0.0,34.0,0.0,27.0,0.0,30.0,1.0,9.0,8.0
2014-07-16,7,147.0,21.0,16.54431279063249,1.3567858566094995,0.5238095238095238,0.6651549508692365,0.0,16.0,0.0,30.0,0.0,77.0,3.0,13.0,8.0
2014-07-23,8,432.0,54.0,62.71562803639935,1.3327963816329624,0.5023148148148148,0.6738683127572016,0.0,68.0,0.0,90.0,0.0,217.0,4.0,40.0,13.0
2014-07-30,7,249.0,35.57142857142857,31.770863304323992,1.5350711756801692,0.37751004016064255,0.6024096385542168,7.0,70.0,0.0,45.0,0.0,94.0,12.0,16.0,5.0
2014-08-06,5,57.0,11.4,6.053098380168622,1.0840958226619741,0.5789473684210527,0.7407407407407408,0.0,3.0,0.0,13.0,0.0,33.0,0.0,8.0,0.0
2014-08-13,6,60.0,10.0,10.115993936995679,1.3731355674159476,0.48333333333333334,0.6481481481481481,0.0,8.0,0.0,29.0,0.0,4.0,7.0,12.0,0.0
