omega,phi,eta,xi,delta,rscore,label,sample_idx
0.509467416399175,0.0,0.49053258360082497,1.0,0.4904146165122698,0.0,0,36
0.5067106378969839,0.0,0.4932893621030161,1.0,0.49333396985234135,0.0,0,37
0.5095422949109759,0.0,0.4904577050890241,1.0,0.4902908928021087,0.0,0,38
0.5110945985330444,0.0,0.4889054014669556,1.0,0.4890085753029274,0.0,0,39
0.5075002500238455,0.0,0.49249974997615453,1.0,0.49250529498597373,0.0,0,40
0.5062759445137438,0.0,0.4937240554862562,1.0,0.49354672192677507,0.0,0,41
0.5086827754974366,0.0,0.49131722450256343,1.0,0.49141799830280314,0.0,0,42
0.507045407854056,0.0,0.49295459214594395,1.0,0.4929584112716994,0.0,0,43
0.5086985763659887,0.0,0.4913014236340113,1.0,0.49119695855189865,0.0,0,44
0.5033180421827917,0.0,0.49668195781720825,1.0,0.4966593357858725,0.0,0,45
0.5077252113897548,0.0,0.4922747886102452,1.0,0.4922644106804248,0.0,0,46
0.5075155635959294,0.0,0.4924844364040706,1.0,0.4925763129586841,0.0,0,47
0.5039835569017904,0.0,0.4960164430982096,1.0,0.496036434572737,0.0,0,48
0.503669194824267,0.0,0.496330805175733,1.0,0.49635960172685867,0.0,0,49
0.503634197962138,0.0,0.49636580203786196,1.0,0.4961485170491196,0.0,0,50
0.5127412841760769,0.0,0.4872587158239231,1.0,0.48734578508082127,0.0,0,51
0.5083127171681834,0.0,0.4916872828318166,1.0,0.49178783712263235,0.0,0,52
0.5097278165592419,0.0,0.49027218344075807,1.0,0.4901897376470543,0.0,0,53
0.5084082126625041,0.0,0.49159178733749587,1.0,0.49153840550286015,0.0,0,54
0.5107876622229148,0.0,0.48921233777708517,1.0,0.48932604676599434,0.0,0,55
0.5077989322800905,0.0,0.49220106771990946,1.0,0.49227247573132193,0.0,0,56
0.5077434907830088,0.0,0.49225650921699116,1.0,0.4924120991704009,0.0,0,57
0.5062247128011612,0.0,0.4937752871988388,1.0,0.4937702621686383,0.0,0,58
0.5048937353122303,0.0,0.49510626468776975,1.0,0.4952814157529255,0.0,0,59
0.5032446465635205,0.0,0.4967553534364795,1.0,0.4966593357858725,0.0,0,60
0.5122996966044108,0.0,0.48770030339558923,1.0,0.48747312905037243,0.0,0,61
0.505852566669164,0.0,0.494147433330836,1.0,0.4940696122741266,0.0,0,62
0.5116656858603456,0.0,0.48833431413965445,1.0,0.48820180774305894,0.0,0,63
0.5041061572263494,0.0,0.49589384277365056,1.0,0.49592372019381137,0.0,0,64
0.5113913608913787,0.0,0.4886086391086213,1.0,0.48855127793879993,0.0,0,65
0.5092482147476892,0.0,0.4907517852523108,1.0,0.49075012659137446,0.0,0,66
0.5044582011788133,0.0,0.49554179882118665,1.0,0.4954296621757061,0.0,0,67
0.5046482064464607,0.0,0.4953517935535393,1.0,0.4951887527652518,0.0,0,68
0.5080016824486866,0.0,0.4919983175513134,1.0,0.4918167729710505,0.0,0,69
0.506306223021628,0.0,0.493693776978372,1.0,0.4937409907485614,0.0,0,70
0.5054566569604126,0.0,0.49454334303958736,1.0,0.49461464218286805,0.0,0,71
0.5047403972685576,0.0,0.4952596027314424,1.0,0.49522450479300667,0.0,0,72
0.5094542042873269,0.0,0.4905457957126731,1.0,0.49041345663610236,0.0,0,73
0.5062590902506661,0.0,0.49374090974933393,1.0,0.4936708931623086,0.0,0,74
0.5063237662511963,0.0,0.49367623374880365,1.0,0.4936093449846135,0.0,0,75
0.5064120216727379,0.0,0.4935879783272621,1.0,0.4935649257292986,0.0,0,76
0.511028568124211,0.0,0.48897143187578895,1.0,0.4889633872788105,0.0,0,77
0.5091808795928955,0.0,0.4908191204071045,1.0,0.4908544455524559,0.0,0,78
0.5109468201318557,0.0,0.48905317986814434,1.0,0.48916434309545354,0.0,0,79
0.5109127593909066,0.0,0.48908724060909337,1.0,0.48889012200430526,0.0,0,80
0.5077630758107868,0.0,0.49223692418921317,1.0,0.4920778328734216,0.0,0,81
0.5103297589708065,0.0,0.48967024102919354,1.0,0.4896523730623985,0.0,0,82
0.5114209577489562,0.0,0.48857904225104376,1.0,0.488476137052816,0.0,0,83
0.5112488345513255,0.0,0.4887511654486745,1.0,0.4887093530091886,0.0,0,84
0.5100327365125226,0.0,0.48996726348747743,1.0,0.48998935852245634,0.0,0,85
0.5053702466163028,0.0,0.4946297533836972,1.0,0.4946987782311497,0.0,0,86
0.5053067802795304,0.0,0.49469321972046965,1.0,0.49468829270212283,0.0,0,87
0.5030546094372224,0.0,0.49694539056277764,1.0,0.4969627029324823,0.0,0,88
0.5092654180882337,0.0,0.49073458191176633,1.0,0.4907312448918627,0.0,0,89
0.506435910407382,0.0,0.493564089592618,1.0,0.49366199519573445,0.0,0,90
0.5047903450891639,0.0,0.49520965491083613,1.0,0.49500369794946386,0.0,0,91
0.5110764377119136,0.0,0.4889235622880864,1.0,0.488727651522118,0.0,0,92
0.5087187229572275,0.0,0.49128127704277247,1.0,0.49126026185810145,0.0,0,93
0.5117531662305762,0.0,0.4882468337694238,1.0,0.48834679823234134,0.0,0,94
0.5071543812163963,0.0,0.49284561878360367,1.0,0.4928555731561808,0.0,0,95
0.5097801090567537,0.0,0.49021989094324625,1.0,0.4902056007157049,0.0,0,96
0.5060933639312837,0.0,0.4939066360687163,1.0,0.49381093819173644,0.0,0,97
0.5059579808414999,0.0,0.4940420191585001,1.0,0.4939706997989012,0.0,0,98
0.5086913665621946,0.0,0.4913086334378054,1.0,0.49127475643705837,0.0,0,99
0.5045085168449068,0.0,0.49549148315509317,1.0,0.49539260739763147,0.0,0,100
0.5057557610355832,0.0,0.4942442389644168,1.0,0.49432604222090276,0.0,0,101
0.5105827051966374,0.0,0.4894172948033626,1.0,0.48953413119071615,0.0,0,102
0.5037489414215088,0.0,0.49625105857849117,1.0,0.4962081966807548,0.0,0,103
0.5132167792091674,0.0,0.4867832207908326,1.0,0.48682724427768315,0.0,0,104
0.5087910647458407,0.0,0.4912089352541593,1.0,0.49119695855189865,0.0,0,105
0.5090728001132444,0.0,0.4909271998867556,1.0,0.49085164698475625,0.0,0,106
0.5083410604025292,0.0,0.49165893959747076,1.0,0.4913516451248946,0.0,0,107
0.506928822330495,0.0,0.49307117766950503,1.0,0.4930570922423239,0.0,0,108
0.5106565020283289,0.0,0.4893434979716711,1.0,0.48909841345057603,0.0,0,109
0.5061912547006797,0.0,0.4938087452993203,1.0,0.49372420138826983,0.0,0,110
0.5088320557072669,0.0,0.49116794429273314,1.0,0.4912718445454291,0.0,0,111
0.5144393592132581,0.0,0.4855606407867419,1.0,0.48554359984641976,0.0,0,112
0.5037503963068424,0.0,0.4962496036931576,1.0,0.49645782061783084,0.0,0,113
0.5045767564845026,0.0,0.4954232435154974,1.0,0.49559641162528095,0.0,0,114
0.5115780610230339,0.0,0.48842193897696606,1.0,0.4883037960212573,0.0,0,115
0.5074163687515463,0.0,0.4925836312484537,1.0,0.4926473022550727,0.0,0,116
0.5120495348343441,0.0,0.4879504651656559,1.0,0.4878775009818104,0.0,0,117
0.5083021587427727,0.0,0.49169784125722726,1.0,0.4918348533807232,0.0,0,118
0.5077365865350593,0.0,0.49226341346494074,1.0,0.4923380883751533,0.0,0,119
