omega,phi,eta,xi,delta,rscore,label,sample_idx
0.5083052218981495,0.0,0.49169477810185047,1.0,0.49172582666838605,0.0,1,106
0.5048252625666684,0.0,0.4951747374333316,1.0,0.4949621555529585,0.0,1,107
0.506745914405765,0.0,0.493254085594235,1.0,0.4931646979952713,0.0,1,108
0.5061458313781566,0.0,0.4938541686218434,1.0,0.4934800704337441,0.0,1,109
0.503740698414124,0.0,0.49625930158587594,1.0,0.49645782061783084,0.0,1,110
0.5081698894500732,0.0,0.49183011054992676,1.0,0.49169977467797676,0.0,1,111
0.510276017901359,0.0,0.489723982098641,1.0,0.489765452428555,0.0,1,112
0.5033743045434874,0.0,0.4966256954565126,1.0,0.49650003713572033,0.0,1,113
0.5035499284435814,0.0,0.4964500715564186,1.0,0.49645718621064433,0.0,1,114
0.5084173111909142,0.0,0.49158268880908584,1.0,0.4914931714573699,0.0,1,115
0.5069403160751843,0.0,0.4930596839248157,1.0,0.4930025725875826,0.0,1,116
0.5070611258212944,0.0,0.49293887417870563,1.0,0.4930462477562036,0.0,1,117
0.5071384487303917,0.0,0.4928615512696083,1.0,0.4930457352916459,0.0,1,118
0.5062990661217126,0.0,0.4937009338782874,1.0,0.4937970973197559,0.0,1,119
